,p,r,f,s
movie.star_rating,1.0,0.0,0.0,1
movie.release_date,0.2,0.5862068965517241,0.2982456140350877,29
movie.name,0.836405529953917,0.7674418604651163,0.8004410143329659,473
person.name,0.2,0.08823529411764706,0.12244897959183675,34
person.nationality,0.0,0.0,0.0,0
actor.nationality,1.0,1.0,1.0,1
movie.gross_revenue,0.5555555555555556,1.0,0.7142857142857143,5
country.name,0.7021276595744681,0.532258064516129,0.6055045871559632,62
movie.release_region,0.0,0.0,0.0,4
director.nationality,1.0,0.0,0.0,1
award.category,1.0,0.0,0.0,2
movie.subject,0.3253012048192771,0.6136363636363636,0.4251968503937008,44
award.ceremony,0.42857142857142855,0.42857142857142855,0.42857142857142855,7
director.name,0.5977011494252874,0.6419753086419753,0.6190476190476192,81
actor.name,0.5396825396825397,0.85,0.6601941747572816,80
producer.name,0.86,0.589041095890411,0.6991869918699187,73
movie.type,1.0,0.0,0.0,4
movie.description,0.0,0.0,0.0,0
rating.name,0.7733333333333333,0.9508196721311475,0.8529411764705883,61
movie.language,0.7246376811594203,0.7246376811594203,0.7246376811594203,69
actor.type,1.0,1.0,1.0,2
movie.location,1.0,0.0,0.0,7
character.name,0.3333333333333333,0.5333333333333333,0.4102564102564102,15
movie.genre,0.8928571428571429,0.6944444444444444,0.78125,36
total,0.6391231028667791,0.694775435380385,0.665788317962231,1091
