,p,r,f,s
movie.name,0.779874213836478,0.7864693446088795,0.7831578947368422,473
person.name,0.53125,0.5,0.5151515151515151,34
actor.name,0.7285714285714285,0.6375,0.68,80
award.category,1.0,0.0,0.0,2
country.name,0.6197183098591549,0.7096774193548387,0.6616541353383459,62
producer.name,0.7230769230769231,0.6438356164383562,0.6811594202898551,73
actor.nationality,1.0,1.0,1.0,1
movie.release_date,0.3333333333333333,0.4827586206896552,0.39436619718309857,29
movie.gross_revenue,0.125,0.2,0.15384615384615385,5
character.name,0.5,0.26666666666666666,0.3478260869565218,15
movie.location,0.0,0.0,0.0,7
movie.subject,0.7647058823529411,0.5909090909090909,0.6666666666666667,44
movie.language,0.6885245901639344,0.6086956521739131,0.6461538461538463,69
director.nationality,1.0,0.0,0.0,1
director.name,0.6575342465753424,0.5925925925925926,0.6233766233766234,81
movie.type,1.0,0.0,0.0,4
movie.star_rating,1.0,0.0,0.0,1
movie.genre,0.9629629629629629,0.7222222222222222,0.8253968253968254,36
movie.release_region,1.0,0.0,0.0,4
rating.name,0.8787878787878788,0.9508196721311475,0.9133858267716536,61
actor.type,1.0,1.0,1.0,2
award.ceremony,0.7142857142857143,0.7142857142857143,0.7142857142857143,7
total,0.7232824427480916,0.694775435380385,0.7087424029920524,1091
