,p,r,f,s
movie.star_rating,1.0,0.0,0.0,1
rating.name,0.9508196721311475,0.9508196721311475,0.9508196721311475,61
movie.name,0.8322147651006712,0.7864693446088795,0.8086956521739129,473
character.name,0.5714285714285714,0.26666666666666666,0.36363636363636365,15
movie.language,0.7090909090909091,0.5652173913043478,0.6290322580645161,69
award.ceremony,0.7142857142857143,0.7142857142857143,0.7142857142857143,7
actor.name,0.7012987012987013,0.675,0.6878980891719745,80
person.name,0.59375,0.5588235294117647,0.5757575757575757,34
movie.type,1.0,0.0,0.0,4
award.category,1.0,0.0,0.0,2
director.name,0.7058823529411765,0.5925925925925926,0.6442953020134228,81
movie.release_date,0.4,0.4827586206896552,0.43750000000000006,29
movie.subject,0.7878787878787878,0.5909090909090909,0.6753246753246752,44
actor.nationality,1.0,1.0,1.0,1
country.name,0.5972222222222222,0.6935483870967742,0.6417910447761195,62
movie.gross_revenue,0.125,0.2,0.15384615384615385,5
movie.genre,0.9629629629629629,0.7222222222222222,0.8253968253968254,36
movie.location,0.0,0.0,0.0,7
producer.name,0.7230769230769231,0.6438356164383562,0.6811594202898551,73
movie.release_region,1.0,0.0,0.0,4
actor.type,1.0,1.0,1.0,2
director.nationality,1.0,0.0,0.0,1
total,0.7582417582417582,0.6956920256645279,0.7256214149139578,1091
