,p,r,f,s
actor.nationality,0.16666666666666666,1.0,0.2857142857142857,1
character.name,0.041666666666666664,0.6,0.07792207792207792,15
producer.name,0.75,0.6164383561643836,0.6766917293233082,73
director.name,0.6231884057971014,0.5308641975308642,0.5733333333333334,81
movie.name,0.7770562770562771,0.758985200845666,0.7679144385026738,473
movie.type,1.0,0.0,0.0,4
person.nationality,0.0,0.0,0.0,0
actor.type,1.0,1.0,1.0,2
movie.genre,0.9285714285714286,0.7222222222222222,0.8125000000000001,36
movie.description,0.0,0.0,0.0,0
person.name,0.25,0.29411764705882354,0.27027027027027023,34
country.name,0.5714285714285714,0.3870967741935484,0.4615384615384615,62
movie.language,0.7538461538461538,0.7101449275362319,0.7313432835820897,69
award.category,1.0,0.0,0.0,2
rating.name,0.7066666666666667,0.8688524590163934,0.7794117647058822,61
movie.release_date,0.16,0.5517241379310345,0.248062015503876,29
director.nationality,1.0,0.0,0.0,1
actor.name,0.6777777777777778,0.7625,0.7176470588235294,80
movie.star_rating,1.0,0.0,0.0,1
movie.location,0.05555555555555555,0.42857142857142855,0.09836065573770493,7
award.ceremony,0.42857142857142855,0.42857142857142855,0.42857142857142855,7
movie.release_region,0.0,0.0,0.0,4
movie.subject,0.42028985507246375,0.6590909090909091,0.5132743362831859,44
movie.gross_revenue,0.5555555555555556,1.0,0.7142857142857143,5
total,0.523033309709426,0.6764436296975253,0.5899280575539569,1091
