,p,r,f,s
actor.name,0.7325581395348837,0.7875,0.7590361445783131,80
movie.language,0.7962962962962963,0.6231884057971014,0.6991869918699186,69
director.nationality,1.0,0.0,0.0,1
award.ceremony,0.42857142857142855,0.42857142857142855,0.42857142857142855,7
movie.genre,0.896551724137931,0.7222222222222222,0.7999999999999999,36
award.category,1.0,0.0,0.0,2
movie.type,1.0,0.0,0.0,4
character.name,0.375,0.4,0.38709677419354843,15
producer.name,0.75,0.6164383561643836,0.6766917293233082,73
person.name,0.47619047619047616,0.5882352941176471,0.5263157894736842,34
movie.release_date,0.6551724137931034,0.6551724137931034,0.6551724137931034,29
movie.gross_revenue,0.5,1.0,0.6666666666666666,5
movie.release_region,0.0,0.0,0.0,4
rating.name,0.8923076923076924,0.9508196721311475,0.9206349206349206,61
movie.star_rating,1.0,0.0,0.0,1
movie.name,0.7633136094674556,0.8181818181818182,0.789795918367347,473
movie.subject,0.7142857142857143,0.6818181818181818,0.6976744186046512,44
movie.location,0.0,0.0,0.0,7
actor.type,1.0,1.0,1.0,2
director.name,0.5857142857142857,0.5061728395061729,0.543046357615894,81
actor.nationality,1.0,1.0,1.0,1
country.name,0.6,0.6774193548387096,0.6363636363636364,62
total,0.7236962488563586,0.7250229147571036,0.7243589743589745,1091
